release_date,title,production_budget,domestic_gross_tn,worldwide_gross,domestic_gross_bom,foreign_gross,rating_tmdb,release_month,profit,roi,movie_id,primary_title,runtime_minutes,genres,rating_imdb,numvotes,original_title,rating,critic_score,id,studio,year
2011-05-20,Pirates of the Caribbean: On Stranger Tides,410600000.0,241063875.0,1045663875.0,241100000.0,804600000,6.4,May,635063875.0,1.5466728567949342,tt1298650,Pirates of the Caribbean: On Stranger Tides,136.0,"action, adventure, fantasy",6.6,447624.0,Pirates of the Caribbean: On Stranger Tides,6.5,,2,BV,2011
2015-05-01,Avengers: Age of Ultron,330600000.0,459005868.0,1403013963.0,459000000.0,946400000,7.3,May,1072413963.0,3.2438413883847548,tt2395427,Avengers: Age of Ultron,141.0,"action, adventure, sci-fi",7.3,665594.0,Avengers: Age of Ultron,7.3,,4,BV,2015
2018-04-27,Avengers: Infinity War,300000000.0,678815482.0,2048134200.0,678800000.0,"1,369.5",8.3,Apr,1748134200.0,5.827114,tt4154756,Avengers: Infinity War,149.0,"action, adventure, sci-fi",8.5,670926.0,Avengers: Infinity War,8.4,,7,BV,2018
2017-11-17,Justice League,300000000.0,229024295.0,655945209.0,229000000.0,428900000,6.2,Nov,355945209.0,1.18648403,tt0974015,Justice League,120.0,"action, adventure, fantasy",6.5,329135.0,Justice League,6.35,,9,WB,2017
2015-11-06,Spectre,300000000.0,200074175.0,879620923.0,200100000.0,680600000,6.4,Nov,579620923.0,1.9320697433333334,tt2379713,Spectre,148.0,"action, adventure, thriller",6.8,352504.0,Spectre,6.6,,10,Sony,2015
2012-07-20,The Dark Knight Rises,275000000.0,448139099.0,1084439099.0,448100000.0,636800000,7.7,Jul,809439099.0,2.9434149054545453,tt1345836,The Dark Knight Rises,164.0,"action, thriller",8.4,1387769.0,The Dark Knight Rises,8.05,,11,WB,2012
2018-05-25,Solo: A Star Wars Story,275000000.0,213767512.0,393151347.0,213800000.0,179200000,6.6,May,118151347.0,0.4296412618181818,tt3778644,Solo: A Star Wars Story,135.0,"action, adventure, fantasy",7.0,226243.0,Solo: A Star Wars Story,6.8,,12,BV,2018
2013-07-02,The Lone Ranger,275000000.0,89302115.0,260002115.0,89300000.0,171200000,6.0,Jul,-14997885.0,-0.05453776363636364,tt1210819,The Lone Ranger,150.0,"action, adventure, western",6.4,208827.0,The Lone Ranger,6.2,,13,BV,2013
2012-03-09,John Carter,275000000.0,73058679.0,282778100.0,73100000.0,211100000,6.1,Mar,7778100.0,0.028284,tt0401729,John Carter,132.0,"action, adventure, sci-fi",6.6,241792.0,John Carter,6.35,,14,BV,2012
2010-11-24,Tangled,260000000.0,200821936.0,586477240.0,200800000.0,391000000,7.5,Nov,326477240.0,1.2556816923076923,tt0398286,Tangled,100.0,"adventure, animation, comedy",7.8,366366.0,Tangled,7.65,,15,BV,2010
2016-05-06,Captain America: Civil War,250000000.0,408084349.0,1140069413.0,408100000.0,745200000,7.4,May,890069413.0,3.560277652,tt3498820,Captain America: Civil War,147.0,"action, adventure, sci-fi",7.8,583507.0,Captain America: Civil War,7.6,,17,BV,2016
2016-03-25,Batman v Superman: Dawn of Justice,250000000.0,330360194.0,867500281.0,330400000.0,543300000,5.8,Mar,617500281.0,2.470001124,tt2975590,Batman v Superman: Dawn of Justice,151.0,"action, adventure, fantasy",6.5,576909.0,Batman v Superman: Dawn of Justice,6.15,,18,WB,2016
2012-12-14,The Hobbit: An Unexpected Journey,250000000.0,303003568.0,1017003568.0,303000000.0,718100000,7.2,Dec,767003568.0,3.068014272,tt0903624,The Hobbit: An Unexpected Journey,169.0,"adventure, family, fantasy",7.9,719629.0,The Hobbit: An Unexpected Journey,7.7,8.0,19,WB (NL),2012
2013-12-13,The Hobbit: The Desolation of Smaug,250000000.0,258366855.0,960366855.0,258399999.0,700000000,7.6,Dec,710366855.0,2.84146742,tt1170358,The Hobbit: The Desolation of Smaug,161.0,"adventure, fantasy",7.8,565563.0,The Hobbit: The Desolation of Smaug,7.699999999999999,,21,WB (NL),2013
2014-12-17,The Hobbit: The Battle of the Five Armies,250000000.0,255119788.0,945577621.0,255100000.0,700900000,7.3,Dec,695577621.0,2.782310484,tt2310332,The Hobbit: The Battle of the Five Armies,144.0,"adventure, fantasy",7.4,438621.0,The Hobbit: The Battle of the Five Armies,7.35,,22,WB (NL),2014
2017-04-14,The Fate of the Furious,250000000.0,225764765.0,1234846267.0,226000000.0,"1,010.0",6.9,Apr,984846267.0,3.939385068,tt4630562,The Fate of the Furious,136.0,"action, crime, thriller",6.7,179774.0,The Fate of the Furious,6.800000000000001,,23,Uni.,2017
2017-05-26,Pirates of the Caribbean: Dead Men Tell No Tales,230000000.0,172558876.0,788241137.0,172600000.0,622300000,6.6,May,558241137.0,2.4271353782608696,tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,129.0,"action, adventure, fantasy",6.6,228592.0,Pirates of the Caribbean: Dead Men Tell No Tales,6.6,,25,BV,2017
2013-06-14,Man of Steel,225000000.0,291045518.0,667999518.0,291000000.0,377000000,6.5,Jun,442999518.0,1.9688867466666666,tt0770828,Man of Steel,143.0,"action, adventure, sci-fi",7.1,647288.0,Man of Steel,6.8,,29,WB,2013
2012-07-03,The Amazing Spider-Man,220000000.0,262030663.0,757890267.0,262000000.0,495900000,6.5,Jul,537890267.0,2.444955759090909,tt0948470,The Amazing Spider-Man,136.0,"action, adventure, sci-fi",7.0,525632.0,The Amazing Spider-Man,6.75,,31,Sony,2012
2012-05-18,Battleship,220000000.0,65233400.0,313477717.0,65400000.0,237600000,5.6,May,93477717.0,0.4248987136363636,tt1440129,Battleship,131.0,"action, adventure, sci-fi",5.8,225342.0,Battleship,5.699999999999999,,32,Uni.,2012
2017-06-21,Transformers: The Last Knight,217000000.0,130168683.0,602893340.0,130199999.0,475300000,6.0,Jun,385893340.0,1.7783103225806451,tt3371366,Transformers: The Last Knight,154.0,"action, adventure, sci-fi",5.2,119007.0,Transformers: The Last Knight,5.6,,33,Par.,2017
2015-06-12,Jurassic World,215000000.0,652270625.0,1648854864.0,652300000.0,"1,019.4",6.6,Jun,1433854864.0,6.669092390697674,tt0369610,Jurassic World,124.0,"action, adventure, sci-fi",7.0,539338.0,Jurassic World,6.8,,34,Uni.,2015
2014-06-27,Transformers: Age of Extinction,210000000.0,245439076.0,1104039076.0,245400000.0,858600000,5.8,Jun,894039076.0,4.2573289333333335,tt2109248,Transformers: Age of Extinction,165.0,"action, adventure, sci-fi",5.7,283486.0,Transformers: Age of Extinction,5.75,,37,Par.,2014
2010-05-14,Robin Hood,210000000.0,105487148.0,322459006.0,105300000.0,216400000,6.3,May,112459006.0,0.5355190761904762,tt0955308,Robin Hood,140.0,"action, adventure, drama",6.6,239480.0,Robin Hood,6.449999999999999,,39,Uni.,2010
2010-05-14,Robin Hood,210000000.0,105487148.0,322459006.0,105300000.0,216400000,6.3,May,112459006.0,0.5355190761904762,tt2363363,Robin Hood,92.0,"action, drama",6.3,78.0,Robin Hood,6.3,,39,Uni.,2010
2010-05-14,Robin Hood,210000000.0,105487148.0,322459006.0,105300000.0,216400000,6.3,May,112459006.0,0.5355190761904762,tt4532826,Robin Hood,116.0,"action, adventure, thriller",5.3,41588.0,Robin Hood,5.8,,39,Uni.,2010
2010-05-14,Robin Hood,210000000.0,105487148.0,322459006.0,105300000.0,216400000,6.3,May,112459006.0,0.5355190761904762,tt6858500,Robin Hood,,unknown,7.6,5.0,Robin Hood,6.949999999999999,,39,Uni.,2010
2010-05-14,Robin Hood,210000000.0,105487148.0,322459006.0,105300000.0,216400000,6.3,May,112459006.0,0.5355190761904762,tt8558276,Robin Hood,60.0,"action, adventure, history",,,Robin Hood,6.3,,39,Uni.,2010
2018-02-16,Black Panther,200000000.0,700059566.0,1348258224.0,700100000.0,646900000,5.1,Feb,1148258224.0,5.74129112,tt1825683,Black Panther,134.0,"action, adventure, sci-fi",7.3,516148.0,Black Panther,6.199999999999999,,42,BV,2018
2018-06-15,Incredibles 2,200000000.0,608581744.0,1242520711.0,608600000.0,634200000,7.6,Jun,1042520711.0,5.212603555,tt3606756,Incredibles 2,118.0,"action, adventure, animation",7.7,203510.0,Incredibles 2,7.65,,44,BV,2018
2016-12-16,Rogue One: A Star Wars Story,200000000.0,532177324.0,1049102856.0,532200000.0,523900000,7.5,Dec,849102856.0,4.24551428,tt3748528,Rogue One: A Star Wars Story,133.0,"action, adventure, sci-fi",7.8,478592.0,Rogue One: A Star Wars Story,7.65,,45,BV,2016
2016-06-17,Finding Dory,200000000.0,486295561.0,1021215193.0,486300000.0,542300000,7.0,Jun,821215193.0,4.106075965,tt2277860,Finding Dory,97.0,"adventure, animation, comedy",7.3,213542.0,Finding Dory,7.15,,46,BV,2016
2010-06-18,Toy Story 3,200000000.0,415004880.0,1068879522.0,415000000.0,652000000,7.7,Jun,868879522.0,4.34439761,tt0435761,Toy Story 3,103.0,"adventure, animation, comedy",8.3,682218.0,Toy Story 3,8.0,,47,BV,2010
2013-05-03,Iron Man 3,200000000.0,408992272.0,1215392272.0,409000000.0,805800000,6.9,May,1015392272.0,5.07696136,tt1300854,Iron Man 3,130.0,"action, adventure, sci-fi",7.2,692794.0,Iron Man 3,7.050000000000001,,48,BV,2013
2012-11-08,Skyfall,200000000.0,304360277.0,1110526981.0,304400000.0,804200000,7.1,Nov,910526981.0,4.552634905,tt1074638,Skyfall,143.0,"action, adventure, thriller",7.8,592221.0,Skyfall,7.966666666666666,9.0,52,Sony,2012
2013-06-21,Monsters University,200000000.0,268488329.0,743588329.0,268500000.0,475700000,7.0,Jun,543588329.0,2.717941645,tt1453405,Monsters University,104.0,"adventure, animation, comedy",7.3,291887.0,Monsters University,7.15,,53,BV,2013
2014-05-23,X-Men: Days of Future Past,200000000.0,233921534.0,747862775.0,233900000.0,513900000,7.5,May,547862775.0,2.739313875,tt1877832,X-Men: Days of Future Past,132.0,"action, adventure, sci-fi",8.0,620079.0,X-Men: Days of Future Past,7.75,,55,Fox,2014
2014-05-02,The Amazing Spider-Man 2,200000000.0,202853933.0,708996336.0,202900000.0,506100000,6.4,May,508996336.0,2.54498168,tt1872181,The Amazing Spider-Man 2,142.0,"action, adventure, sci-fi",6.6,388363.0,The Amazing Spider-Man 2,6.5,,56,Sony,2014
2011-06-24,Cars 2,200000000.0,191450875.0,560155383.0,191500000.0,370700000,5.9,Jun,360155383.0,1.800776915,tt1216475,Cars 2,106.0,"adventure, animation, comedy",6.2,138914.0,Cars 2,6.050000000000001,,57,BV,2011
2018-11-16,Fantastic Beasts: The Crimes of Grindelwald,200000000.0,159555901.0,652220086.0,159600000.0,494100000,6.9,Nov,452220086.0,2.26110043,tt4123430,Fantastic Beasts: The Crimes of Grindelwald,134.0,"adventure, family, fantasy",6.6,163151.0,Fantastic Beasts: The Crimes of Grindelwald,6.75,,60,WB,2018
2011-06-17,Green Lantern,200000000.0,116601172.0,219535492.0,116600000.0,103300000,5.1,Jun,19535492.0,0.09767746,tt1133985,Green Lantern,114.0,"action, adventure, sci-fi",5.5,252281.0,Green Lantern,5.3,,62,WB,2011
2011-06-29,Transformers: Dark of the Moon,195000000.0,352390543.0,1123790543.0,352400000.0,771400000,6.1,Jun,928790543.0,4.763028425641026,tt1399103,Transformers: Dark of the Moon,154.0,"action, adventure, sci-fi",6.2,366409.0,Transformers: Dark of the Moon,6.15,,64,P/DW,2011
2013-03-01,Jack the Giant Slayer,195000000.0,65187603.0,197687603.0,65200000.0,132500000,5.6,Mar,2687603.0,0.013782579487179487,tt1351685,Jack the Giant Slayer,114.0,"adventure, fantasy",6.3,123127.0,Jack the Giant Slayer,5.949999999999999,,66,WB (NL),2013
2015-04-03,Furious 7,190000000.0,353007020.0,1518722794.0,353000000.0,"1,163.0",7.3,Apr,1328722794.0,6.9932778631578945,tt2820852,Furious 7,137.0,"action, crime, thriller",7.2,335074.0,Furious 7,7.25,,67,Uni.,2015
2013-05-16,Star Trek Into Darkness,190000000.0,228778661.0,467381584.0,228800000.0,238600000,7.4,May,277381584.0,1.4599030736842105,tt1408101,Star Trek Into Darkness,132.0,"action, adventure, sci-fi",7.7,445535.0,Star Trek Into Darkness,7.550000000000001,,68,Par.,2013
2013-06-21,World War Z,190000000.0,202359711.0,531514650.0,202400000.0,337600000,6.7,Jun,341514650.0,1.7974455263157896,tt0816711,World War Z,116.0,"action, adventure, horror",7.0,553751.0,World War Z,6.85,,69,Par.,2013
2013-07-12,Pacific Rim,190000000.0,101802906.0,411002906.0,101800000.0,309200000,6.8,Jul,221002906.0,1.1631731894736843,tt1663662,Pacific Rim,131.0,"action, adventure, sci-fi",6.9,443667.0,Pacific Rim,6.85,,72,WB,2013
2015-11-25,The Good Dinosaur,187500000.0,123087120.0,333771037.0,123100000.0,209100000,6.7,Nov,146271037.0,0.7801121973333334,tt1979388,The Good Dinosaur,93.0,"adventure, animation, comedy",6.7,91465.0,The Good Dinosaur,6.7,,73,BV,2015
2012-06-22,Brave,185000000.0,237282182.0,554606532.0,237300000.0,303200000,5.0,Jun,369606532.0,1.997873145945946,tt1217209,Brave,93.0,"adventure, animation, comedy",7.1,338728.0,กล้าหยุดโลก,6.05,,77,BV,2012
2012-06-22,Brave,185000000.0,237282182.0,554606532.0,237300000.0,303200000,5.0,Jun,369606532.0,1.997873145945946,tt8358722,Brave,,drama,,,กล้าหยุดโลก,5.0,,77,BV,2012
2017-03-10,Kong: Skull Island,185000000.0,168052812.0,561072059.0,168100000.0,398600000,6.3,Mar,376072059.0,2.0328219405405403,tt3731562,Kong: Skull Island,118.0,"action, adventure, fantasy",6.6,237720.0,Kong: Skull Island,6.449999999999999,,78,WB,2017
2016-07-22,Star Trek Beyond,185000000.0,158848340.0,335802233.0,158800000.0,184600000,6.7,Jul,150802233.0,0.8151472054054054,tt2660888,Star Trek Beyond,122.0,"action, adventure, sci-fi",7.1,209844.0,Star Trek Beyond,6.9,,79,Par.,2016
2017-10-06,Blade Runner 2049,185000000.0,92054159.0,259357408.0,92100000.0,167200000,7.4,Oct,74357408.0,0.40193193513513514,tt1856101,Blade Runner 2049,164.0,"drama, mystery, sci-fi",8.0,376241.0,Blade Runner 2049,7.7,,80,WB,2017
2017-11-03,Thor: Ragnarok,180000000.0,315058289.0,846980024.0,315100000.0,538900000,7.5,Nov,666980024.0,3.7054445777777776,tt3501632,Thor: Ragnarok,130.0,"action, adventure, comedy",7.9,482995.0,Thor: Ragnarok,7.7,,82,BV,2017
2014-05-30,Maleficent,180000000.0,241407328.0,758536735.0,241400000.0,517100000,7.0,May,578536735.0,3.2140929722222222,tt1587310,Maleficent,97.0,"action, adventure, family",7.0,305832.0,Maleficent,7.0,,84,BV,2014
2016-07-01,The Legend of Tarzan,180000000.0,126643061.0,348902025.0,126600000.0,230100000,5.8,Jul,168902025.0,0.9383445833333334,tt0918940,The Legend of Tarzan,110.0,"action, adventure, drama",6.3,150154.0,The Legend of Tarzan,6.05,,88,WB,2016
2011-11-23,Hugo,180000000.0,73864507.0,180047784.0,73900000.0,111900000,7.1,Nov,47784.0,0.00026546666666666665,tt0970179,Hugo,126.0,"adventure, drama, family",7.5,284869.0,Hugo,7.3,,89,Par.,2011
2011-11-23,Hugo,180000000.0,73864507.0,180047784.0,73900000.0,111900000,7.1,Nov,47784.0,0.00026546666666666665,tt7496196,Hugo,80.0,documentary,7.9,11.0,Hugo,7.5,,89,Par.,2011
2017-07-21,Valerian and the City of a Thousand Planets,180000000.0,40479370.0,215098356.0,41200000.0,184700000,6.6,Jul,35098356.0,0.19499086666666668,tt2239822,Valerian and the City of a Thousand Planets,137.0,"action, adventure, fantasy",6.5,139792.0,Valerian and the City of a Thousand Planets,6.55,,90,STX,2017
2015-02-06,Jupiter Ascending,179000000.0,47482519.0,181982519.0,47400000.0,136600000,5.3,Feb,2982519.0,0.016662117318435754,tt1617661,Jupiter Ascending,127.0,"action, adventure, sci-fi",5.3,166327.0,Jupiter Ascending,6.866666666666667,10.0,91,WB,2015
2016-05-27,X-Men: Apocalypse,178000000.0,155442489.0,542537546.0,155400000.0,388500000,6.5,May,364537546.0,2.047963741573034,tt3385516,X-Men: Apocalypse,144.0,"action, adventure, sci-fi",7.0,356556.0,X-Men: Apocalypse,6.75,,93,Fox,2016
2018-08-10,The Meg,178000000.0,145443742.0,529530715.0,145400000.0,384800000,5.9,Aug,351530715.0,1.9748916573033708,tt4779682,The Meg,113.0,"action, horror, sci-fi",5.7,114042.0,The Meg,5.800000000000001,,94,WB,2018
2014-06-06,Edge of Tomorrow,178000000.0,100206256.0,370541256.0,100200000.0,270300000,7.6,Jun,192541256.0,1.0816924494382023,tt1631867,Edge of Tomorrow,113.0,"action, sci-fi",7.9,546284.0,Edge of Tomorrow,7.75,,95,WB,2014
2015-06-19,Inside Out,175000000.0,356461711.0,854235992.0,356500000.0,501100000,4.4,Jun,679235992.0,3.881348525714286,tt1640486,Inside Out,93.0,"crime, drama",4.6,1566.0,Inside Out,4.5,,98,BV,2015
2015-06-19,Inside Out,175000000.0,356461711.0,854235992.0,356500000.0,501100000,4.4,Jun,679235992.0,3.881348525714286,tt1865538,Inside Out,74.0,documentary,,,Inside Out,4.4,,98,BV,2015
2015-06-19,Inside Out,175000000.0,356461711.0,854235992.0,356500000.0,501100000,4.4,Jun,679235992.0,3.881348525714286,tt2064820,Inside Out,,drama,,,Inside Out,4.4,,98,BV,2015
2015-06-19,Inside Out,175000000.0,356461711.0,854235992.0,356500000.0,501100000,4.4,Jun,679235992.0,3.881348525714286,tt2071483,Inside Out,59.0,family,7.3,15.0,Inside Out,5.85,,98,BV,2015
2015-06-19,Inside Out,175000000.0,356461711.0,854235992.0,356500000.0,501100000,4.4,Jun,679235992.0,3.881348525714286,tt2096673,Inside Out,95.0,"adventure, animation, comedy",8.2,536181.0,Inside Out,6.3,,98,BV,2015
2015-06-19,Inside Out,175000000.0,356461711.0,854235992.0,356500000.0,501100000,4.4,Jun,679235992.0,3.881348525714286,tt2608638,Inside Out,75.0,"biography, documentary, history",7.5,60.0,Inside Out,5.95,,98,BV,2015
2015-06-19,Inside Out,175000000.0,356461711.0,854235992.0,356500000.0,501100000,4.4,Jun,679235992.0,3.881348525714286,tt6419446,Inside Out,,unknown,,,Inside Out,4.4,,98,BV,2015
2015-06-19,Inside Out,175000000.0,356461711.0,854235992.0,356500000.0,501100000,4.4,Jun,679235992.0,3.881348525714286,tt8269544,Inside Out,,unknown,,,Inside Out,4.4,,98,BV,2015
2017-07-07,Spider-Man: Homecoming,175000000.0,334201140.0,880166350.0,334200000.0,546000000,7.4,Jul,705166350.0,4.029522,tt2250912,Spider-Man: Homecoming,133.0,"action, adventure, sci-fi",7.5,426302.0,Spider-Man: Homecoming,7.45,,99,Sony,2017
2016-08-05,Suicide Squad,175000000.0,325100054.0,746059887.0,325100000.0,421700000,5.9,Aug,571059887.0,3.2631993542857143,tt1386697,Suicide Squad,123.0,"action, adventure, fantasy",6.0,533039.0,Suicide Squad,5.95,,100,WB,2016
2017-11-22,Coco,175000000.0,209726015.0,798008101.0,209700000.0,597400000,8.2,Nov,623008101.0,3.5600462914285713,tt10453328,Coco,,unknown,,,Coco,8.2,,2,BV,2017
2017-11-22,Coco,175000000.0,209726015.0,798008101.0,209700000.0,597400000,8.2,Nov,623008101.0,3.5600462914285713,tt2380307,Coco,105.0,"adventure, animation, comedy",8.4,277194.0,Coco,8.3,,2,BV,2017
2017-11-22,Coco,175000000.0,209726015.0,798008101.0,209700000.0,597400000,8.2,Nov,623008101.0,3.5600462914285713,tt7002100,Coco,98.0,horror,7.4,35.0,Coco,7.8,,2,BV,2017
2017-06-16,Cars 3,175000000.0,152901115.0,383541369.0,152900000.0,231000000,6.7,Jun,208541369.0,1.1916649657142857,tt3606752,Cars 3,102.0,"adventure, animation, comedy",6.8,59408.0,Cars 3,6.75,,5,BV,2017
2017-05-12,King Arthur: Legend of the Sword,175000000.0,39175066.0,139630336.0,39200000.0,109500000,6.5,May,-35369664.0,-0.2021123657142857,tt1972591,King Arthur: Legend of the Sword,126.0,"action, adventure, drama",6.8,169054.0,King Arthur: Legend of the Sword,6.65,,11,WB,2017
2013-12-25,47 Ronin,175000000.0,38362475.0,151716815.0,38400000.0,113400000,6.0,Dec,-23283185.0,-0.13304677142857144,tt1335975,47 Ronin,128.0,"action, adventure, drama",6.3,135754.0,47 Ronin,6.15,,12,Uni.,2013
2018-06-22,Jurassic World: Fallen Kingdom,170000000.0,417719760.0,1305772799.0,417700000.0,891800000,6.5,Jun,1135772799.0,6.681016464705882,tt4881806,Jurassic World: Fallen Kingdom,128.0,"action, adventure, sci-fi",6.2,219125.0,Jurassic World: Fallen Kingdom,6.35,,13,Uni.,2018
2014-08-01,Guardians of the Galaxy,170000000.0,333172112.0,770867516.0,333200000.0,440200000,7.9,Aug,600867516.0,3.5345148,tt2015381,Guardians of the Galaxy,121.0,"action, adventure, comedy",8.1,948394.0,Guardians of the Galaxy,8.0,,14,BV,2014
2010-05-07,Iron Man 2,170000000.0,312433331.0,621156389.0,312400000.0,311500000,6.8,May,451156389.0,2.653861111764706,tt1228705,Iron Man 2,124.0,"action, adventure, sci-fi",7.0,657690.0,Iron Man 2,6.9,,15,Par.,2010
2014-04-04,Captain America: The Winter Soldier,170000000.0,259746958.0,714401889.0,259800000.0,454500000,7.7,Apr,544401889.0,3.2023640529411765,tt1843866,Captain America: The Winter Soldier,136.0,"action, adventure, sci-fi",7.8,666252.0,Captain America: The Winter Soldier,7.75,,16,BV,2014
2014-07-11,Dawn of the Planet of the Apes,170000000.0,208545589.0,710644566.0,208500000.0,502100000,7.3,Jul,540644566.0,3.1802621529411765,tt2103281,Dawn of the Planet of the Apes,130.0,"action, adventure, drama",7.6,390199.0,Dawn of the Planet of the Apes,7.449999999999999,,17,Fox,2014
2012-06-01,Snow White and the Huntsman,170000000.0,155136755.0,401021746.0,155300000.0,241300000,5.9,Jun,231021746.0,1.3589514470588235,tt1735898,Snow White and the Huntsman,127.0,"action, adventure, drama",6.1,258938.0,Snow White and the Huntsman,6.0,,19,Uni.,2012
